Order_ID,Order_Date,Sales,Profit,Quantity,Discount,Category,Sub_Category,Region,State,Segment,Customer_ID,Customer_Name,Ship_Days,Year,Month,Quarter
CA-2016-111682,2016-06-17,319.41,7.098,5,0.1,Furniture,Chairs,East,New York,Consumer,TB-21055,Ted Butterfield,1,2016,6,2
CA-2016-111682,2016-06-17,14.56,6.9888,2,0.0,Office Supplies,Paper,East,New York,Consumer,TB-21055,Ted Butterfield,1,2016,6,2
CA-2016-111682,2016-06-17,30.0,3.3,2,0.0,Technology,Accessories,East,New York,Consumer,TB-21055,Ted Butterfield,1,2016,6,2
CA-2016-111682,2016-06-17,48.48,16.362,4,0.2,Office Supplies,Binders,East,New York,Consumer,TB-21055,Ted Butterfield,1,2016,6,2
CA-2016-111682,2016-06-17,1.68,0.84,1,0.0,Office Supplies,Art,East,New York,Consumer,TB-21055,Ted Butterfield,1,2016,6,2
CA-2015-135545,2015-11-24,13.98,6.1512,2,0.0,Technology,Accessories,West,California,Consumer,KM-16720,Kunst Miller,6,2015,11,4
CA-2015-135545,2015-11-24,25.824,9.3612,6,0.2,Office Supplies,Binders,West,California,Consumer,KM-16720,Kunst Miller,6,2015,11,4
CA-2015-135545,2015-11-24,146.73,68.9631,3,0.0,Office Supplies,Paper,West,California,Consumer,KM-16720,Kunst Miller,6,2015,11,4
CA-2015-135545,2015-11-24,79.76,22.3328,4,0.0,Furniture,Furnishings,West,California,Consumer,KM-16720,Kunst Miller,6,2015,11,4
US-2015-164175,2015-04-30,213.115,-15.2225,5,0.3,Furniture,Chairs,Central,Illinois,Home Office,PS-18970,Paul Stevenson,5,2015,4,2
CA-2014-106376,2014-12-05,1113.024,111.3024,8,0.2,Office Supplies,Art,West,Arizona,Corporate,BS-11590,Brendan Sweed,5,2014,12,4
CA-2014-106376,2014-12-05,167.968,62.988,4,0.2,Technology,Phones,West,Arizona,Corporate,BS-11590,Brendan Sweed,5,2014,12,4
CA-2016-119823,2016-06-04,75.88,35.6636,2,0.0,Office Supplies,Paper,South,Virginia,Consumer,KD-16270,Karen Daniels,2,2016,6,2
CA-2016-106075,2016-09-18,4.616,1.731,1,0.2,Office Supplies,Binders,East,New York,Consumer,HM-14980,Henry MacAllister,5,2016,9,3
CA-2017-114440,2017-09-14,19.05,8.763,3,0.0,Office Supplies,Paper,Central,Michigan,Consumer,TB-21520,Tracy Blumstein,3,2017,9,3
US-2015-134026,2015-04-26,831.936,-114.3912,8,0.2,Furniture,Chairs,South,Tennessee,Consumer,JE-15745,Joel Eaton,6,2015,4,2
US-2015-134026,2015-04-26,97.04,1.213,2,0.2,Furniture,Furnishings,South,Tennessee,Consumer,JE-15745,Joel Eaton,6,2015,4,2
US-2015-134026,2015-04-26,72.784,-18.196,1,0.2,Office Supplies,Storage,South,Tennessee,Consumer,JE-15745,Joel Eaton,6,2015,4,2
US-2017-118038,2017-12-09,1.248,-1.9344,3,0.8,Office Supplies,Binders,Central,Texas,Corporate,KB-16600,Ken Brennan,2,2017,12,4
US-2017-118038,2017-12-09,9.708,-5.8248,3,0.6,Furniture,Furnishings,Central,Texas,Corporate,KB-16600,Ken Brennan,2,2017,12,4
US-2017-118038,2017-12-09,27.24,2.724,3,0.2,Office Supplies,Storage,Central,Texas,Corporate,KB-16600,Ken Brennan,2,2017,12,4
US-2014-147606,2014-11-26,19.3,-14.475,5,0.6,Furniture,Furnishings,Central,Texas,Consumer,JE-15745,Joel Eaton,5,2014,11,4
CA-2016-127208,2016-06-12,208.16,56.2032,1,0.0,Office Supplies,Appliances,South,Alabama,Corporate,SC-20770,Stewart Carmichael,3,2016,6,2
CA-2016-127208,2016-06-12,16.74,8.0352,3,0.0,Office Supplies,Binders,South,Alabama,Corporate,SC-20770,Stewart Carmichael,3,2016,6,2
CA-2014-139451,2014-10-12,14.9,4.172,5,0.0,Office Supplies,Art,West,California,Consumer,DN-13690,Duane Noonan,4,2014,10,4
CA-2014-139451,2014-10-12,21.39,6.2031,1,0.0,Office Supplies,Storage,West,California,Consumer,DN-13690,Duane Noonan,4,2014,10,4
CA-2015-149734,2015-09-03,200.984,62.8075,7,0.2,Office Supplies,Envelopes,South,North Carolina,Corporate,JC-16105,Julie Creighton,5,2015,9,3
US-2017-119662,2017-11-13,230.376,-48.9549,3,0.2,Office Supplies,Storage,Central,Illinois,Home Office,CS-12400,Christopher Schild,3,2017,11,4
CA-2017-140088,2017-05-28,301.96,33.2156,2,0.0,Furniture,Chairs,South,South Carolina,Consumer,PO-18865,Patrick O'Donnell,2,2017,5,2
CA-2017-155558,2017-10-26,19.99,6.7966,1,0.0,Technology,Accessories,Central,Minnesota,Consumer,PG-18895,Paul Gonzalez,7,2017,10,4
CA-2017-155558,2017-10-26,6.16,2.9568,2,0.0,Office Supplies,Labels,Central,Minnesota,Consumer,PG-18895,Paul Gonzalez,7,2017,10,4
CA-2016-159695,2016-04-05,158.368,13.8572,7,0.2,Office Supplies,Storage,Central,Texas,Home Office,GM-14455,Gary Mitchum,5,2016,4,2
CA-2016-109806,2016-09-17,20.1,6.633,3,0.0,Office Supplies,Art,West,California,Corporate,JS-15685,Jim Sink,5,2016,9,3
CA-2016-109806,2016-09-17,73.584,8.2782,2,0.2,Technology,Phones,West,California,Corporate,JS-15685,Jim Sink,5,2016,9,3
CA-2016-109806,2016-09-17,6.48,3.1104,1,0.0,Office Supplies,Paper,West,California,Corporate,JS-15685,Jim Sink,5,2016,9,3
CA-2015-149587,2015-01-31,12.96,6.2208,2,0.0,Office Supplies,Paper,Central,Minnesota,Consumer,KB-16315,Karl Braun,5,2015,1,1
CA-2015-149587,2015-01-31,53.34,16.5354,3,0.0,Furniture,Furnishings,Central,Minnesota,Consumer,KB-16315,Karl Braun,5,2015,1,1
CA-2015-149587,2015-01-31,32.96,16.1504,2,0.0,Office Supplies,Binders,Central,Minnesota,Consumer,KB-16315,Karl Braun,5,2015,1,1
US-2017-109484,2017-11-06,5.682,-3.788,1,0.7,Office Supplies,Binders,West,Oregon,Home Office,RB-19705,Roger Barcio,6,2017,11,4
CA-2017-161018,2017-11-09,96.53,40.5426,7,0.0,Furniture,Furnishings,East,New York,Home Office,PN-18775,Parhena Norris,2,2017,11,4
CA-2017-157833,2017-06-17,51.312,17.9592,3,0.2,Office Supplies,Binders,West,California,Consumer,KD-16345,Katherine Ducich,3,2017,6,2
CA-2016-149223,2016-09-06,77.88,22.5852,6,0.0,Office Supplies,Appliances,Central,Minnesota,Corporate,ER-13855,Elpida Rittenbach,5,2016,9,3
CA-2016-158568,2016-08-29,64.624,22.6184,7,0.2,Office Supplies,Paper,Central,Illinois,Home Office,RB-19465,Rick Bensley,4,2016,8,3
CA-2016-158568,2016-08-29,95.976,-10.7973,3,0.2,Technology,Accessories,Central,Illinois,Home Office,RB-19465,Rick Bensley,4,2016,8,3
CA-2016-158568,2016-08-29,1.788,-3.0396,3,0.8,Office Supplies,Binders,Central,Illinois,Home Office,RB-19465,Rick Bensley,4,2016,8,3
CA-2016-129903,2016-12-01,23.92,11.7208,4,0.0,Office Supplies,Paper,Central,Minnesota,Consumer,GZ-14470,Gary Zandusky,3,2016,12,4
US-2015-156867,2015-11-13,238.896,-26.8758,6,0.2,Technology,Accessories,West,Colorado,Consumer,LC-16870,Lena Cacioppo,4,2015,11,4
US-2015-156867,2015-11-13,102.36,-3.8385,3,0.2,Furniture,Furnishings,West,Colorado,Consumer,LC-16870,Lena Cacioppo,4,2015,11,4
US-2015-156867,2015-11-13,36.882,-25.8174,3,0.7,Office Supplies,Binders,West,Colorado,Consumer,LC-16870,Lena Cacioppo,4,2015,11,4
CA-2017-119004,2017-11-23,74.112,17.6016,8,0.2,Technology,Accessories,South,North Carolina,Consumer,JM-15250,Janet Martin,5,2017,11,4
CA-2017-119004,2017-11-23,27.992,2.0994,1,0.2,Technology,Phones,South,North Carolina,Consumer,JM-15250,Janet Martin,5,2017,11,4
CA-2017-119004,2017-11-23,3.304,1.0738,1,0.2,Office Supplies,Art,South,North Carolina,Consumer,JM-15250,Janet Martin,5,2017,11,4
CA-2015-129476,2015-10-15,339.96,67.992,5,0.2,Technology,Accessories,Central,Illinois,Home Office,PA-19060,Pete Armstrong,5,2015,10,4
CA-2017-146780,2017-12-25,41.96,10.9096,2,0.0,Furniture,Furnishings,East,New York,Corporate,CV-12805,Cynthia Voltz,5,2017,12,4
CA-2016-128867,2016-11-03,75.96,22.788,2,0.0,Office Supplies,Art,Central,Iowa,Consumer,CL-12565,Clay Ludtke,7,2016,11,4
CA-2016-128867,2016-11-03,27.24,13.3476,6,0.0,Office Supplies,Binders,Central,Iowa,Consumer,CL-12565,Clay Ludtke,7,2016,11,4
CA-2014-115259,2014-08-25,40.096,14.5348,14,0.2,Office Supplies,Fasteners,East,Ohio,Consumer,RC-19960,Ryan Crowe,2,2014,8,3
CA-2014-115259,2014-08-25,4.72,1.652,2,0.2,Office Supplies,Envelopes,East,Ohio,Consumer,RC-19960,Ryan Crowe,2,2014,8,3
CA-2014-115259,2014-08-25,23.976,7.4925,3,0.2,Office Supplies,Paper,East,Ohio,Consumer,RC-19960,Ryan Crowe,2,2014,8,3
CA-2014-115259,2014-08-25,130.464,44.0316,6,0.2,Office Supplies,Envelopes,East,Ohio,Consumer,RC-19960,Ryan Crowe,2,2014,8,3
CA-2015-110457,2015-03-02,787.53,165.3813,3,0.0,Furniture,Tables,West,Washington,Consumer,DK-13090,Dave Kipp,4,2015,3,1
US-2015-136476,2015-04-05,157.794,-115.7156,1,0.7,Office Supplies,Binders,South,Tennessee,Corporate,GG-14650,Greg Guthrie,5,2015,4,2
CA-2016-103730,2016-06-12,47.04,18.3456,3,0.0,Furniture,Furnishings,East,Delaware,Consumer,SC-20725,Steven Cartwright,3,2016,6,2
CA-2016-103730,2016-06-12,30.84,13.878,4,0.0,Office Supplies,Binders,East,Delaware,Consumer,SC-20725,Steven Cartwright,3,2016,6,2
CA-2016-103730,2016-06-12,226.56,63.4368,6,0.0,Office Supplies,Storage,East,Delaware,Consumer,SC-20725,Steven Cartwright,3,2016,6,2
CA-2016-103730,2016-06-12,115.02,51.759,9,0.0,Office Supplies,Envelopes,East,Delaware,Consumer,SC-20725,Steven Cartwright,3,2016,6,2
CA-2016-103730,2016-06-12,68.04,19.7316,7,0.0,Technology,Phones,East,Delaware,Consumer,SC-20725,Steven Cartwright,3,2016,6,2
US-2014-152030,2014-12-26,600.558,-8.5794,3,0.3,Furniture,Chairs,Central,Texas,Home Office,AD-10180,Alan Dominguez,2,2014,12,4
US-2014-134614,2014-09-20,617.7,-407.682,6,0.5,Furniture,Tables,Central,Illinois,Consumer,PF-19165,Philip Fox,5,2014,9,3
US-2017-107272,2017-11-05,2.388,-1.8308,2,0.7,Office Supplies,Binders,West,Arizona,Consumer,TS-21610,Troy Staebel,7,2017,11,4
US-2017-107272,2017-11-05,243.992,30.499,7,0.2,Office Supplies,Storage,West,Arizona,Consumer,TS-21610,Troy Staebel,7,2017,11,4
US-2016-125969,2016-11-06,81.424,-9.1602,2,0.2,Furniture,Chairs,West,California,Home Office,LS-16975,Lindsay Shagiari,4,2016,11,4
US-2016-125969,2016-11-06,238.56,26.2416,3,0.0,Furniture,Furnishings,West,California,Home Office,LS-16975,Lindsay Shagiari,4,2016,11,4
US-2017-164147,2017-02-02,59.97,-11.994,5,0.4,Technology,Phones,East,Ohio,Corporate,DW-13585,Dorothy Wardle,3,2017,2,1
US-2017-164147,2017-02-02,78.304,29.364,2,0.2,Office Supplies,Paper,East,Ohio,Corporate,DW-13585,Dorothy Wardle,3,2017,2,1
US-2017-164147,2017-02-02,21.456,6.9732,9,0.2,Office Supplies,Fasteners,East,Ohio,Corporate,DW-13585,Dorothy Wardle,3,2017,2,1
CA-2016-145583,2016-10-13,20.04,9.6192,3,0.0,Office Supplies,Paper,West,California,Consumer,LC-16885,Lena Creighton,6,2016,10,4
CA-2016-145583,2016-10-13,35.44,16.6568,1,0.0,Office Supplies,Paper,West,California,Consumer,LC-16885,Lena Creighton,6,2016,10,4
CA-2016-145583,2016-10-13,11.52,3.456,4,0.0,Office Supplies,Art,West,California,Consumer,LC-16885,Lena Creighton,6,2016,10,4
CA-2016-145583,2016-10-13,4.02,1.9698,2,0.0,Office Supplies,Fasteners,West,California,Consumer,LC-16885,Lena Creighton,6,2016,10,4
CA-2016-145583,2016-10-13,76.176,26.6616,3,0.2,Office Supplies,Binders,West,California,Consumer,LC-16885,Lena Creighton,6,2016,10,4
CA-2016-145583,2016-10-13,65.88,18.4464,6,0.0,Office Supplies,Supplies,West,California,Consumer,LC-16885,Lena Creighton,6,2016,10,4
CA-2016-145583,2016-10-13,43.12,20.6976,14,0.0,Furniture,Furnishings,West,California,Consumer,LC-16885,Lena Creighton,6,2016,10,4
CA-2016-110366,2016-09-05,82.8,10.35,2,0.2,Furniture,Furnishings,East,Pennsylvania,Corporate,JD-15895,Jonathan Doherty,2,2016,9,3
CA-2017-106180,2017-09-18,8.82,2.3814,3,0.0,Office Supplies,Art,West,California,Corporate,SH-19975,Sally Hughsby,5,2017,9,3
CA-2017-106180,2017-09-18,10.86,5.1042,3,0.0,Office Supplies,Envelopes,West,California,Corporate,SH-19975,Sally Hughsby,5,2017,9,3
CA-2017-106180,2017-09-18,143.7,68.976,3,0.0,Office Supplies,Paper,West,California,Corporate,SH-19975,Sally Hughsby,5,2017,9,3
CA-2017-155376,2017-12-22,839.43,218.2518,3,0.0,Office Supplies,Appliances,Central,Missouri,Consumer,SG-20080,Sandra Glassco,5,2017,12,4
CA-2015-110744,2015-09-07,671.93,20.1579,7,0.0,Office Supplies,Storage,West,California,Consumer,HA-14920,Helen Andreada,5,2015,9,3
CA-2014-110072,2014-10-22,93.888,12.9096,4,0.2,Furniture,Furnishings,East,Ohio,Home Office,MG-17680,Maureen Gastineau,6,2014,10,4
CA-2016-114489,2016-12-05,384.45,103.8015,11,0.0,Technology,Phones,Central,Wisconsin,Corporate,JE-16165,Justin Ellison,4,2016,12,4
CA-2016-114489,2016-12-05,149.97,5.9988,3,0.0,Technology,Phones,Central,Wisconsin,Corporate,JE-16165,Justin Ellison,4,2016,12,4
CA-2016-114489,2016-12-05,1951.84,585.552,8,0.0,Furniture,Chairs,Central,Wisconsin,Corporate,JE-16165,Justin Ellison,4,2016,12,4
CA-2016-114489,2016-12-05,171.55,80.6285,5,0.0,Office Supplies,Binders,Central,Wisconsin,Corporate,JE-16165,Justin Ellison,4,2016,12,4
CA-2016-158834,2016-03-13,157.92,17.766,5,0.2,Office Supplies,Appliances,West,Arizona,Home Office,TW-21025,Tamara Willingham,3,2016,3,1
CA-2016-158834,2016-03-13,203.184,15.2388,2,0.2,Technology,Phones,West,Arizona,Home Office,TW-21025,Tamara Willingham,3,2016,3,1
CA-2015-124919,2015-05-31,58.38,26.271,7,0.0,Office Supplies,Paper,West,California,Corporate,SP-20650,Stephanie Phelps,2,2015,5,2
CA-2015-124919,2015-05-31,105.52,48.5392,4,0.0,Office Supplies,Paper,West,California,Corporate,SP-20650,Stephanie Phelps,2,2015,5,2
CA-2015-124919,2015-05-31,80.88,21.0288,6,0.0,Office Supplies,Storage,West,California,Corporate,SP-20650,Stephanie Phelps,2,2015,5,2
CA-2015-118948,2015-05-28,6.63,1.7901,3,0.0,Office Supplies,Art,West,Washington,Home Office,NK-18490,Neil Knudson,6,2015,5,2
CA-2014-104269,2014-03-01,457.568,51.4764,2,0.2,Furniture,Chairs,West,Washington,Consumer,DB-13060,Dave Brooks,5,2014,3,1
CA-2016-114104,2016-11-20,14.62,6.8714,2,0.0,Office Supplies,Labels,Central,Oklahoma,Consumer,NP-18670,Nora Paige,4,2016,11,4
CA-2016-114104,2016-11-20,944.93,236.2325,7,0.0,Technology,Phones,Central,Oklahoma,Consumer,NP-18670,Nora Paige,4,2016,11,4
CA-2016-162733,2016-05-11,5.98,2.691,1,0.0,Office Supplies,Paper,West,California,Consumer,TT-21070,Ted Trevino,1,2016,5,2
CA-2015-119697,2015-12-28,54.384,1.3596,2,0.2,Technology,Accessories,East,Pennsylvania,Consumer,EM-13960,Eric Murdock,3,2015,12,4
CA-2016-154508,2016-11-16,28.4,13.348,5,0.0,Office Supplies,Envelopes,West,New Mexico,Consumer,RD-19900,Ruben Dartt,4,2016,11,4
CA-2016-113817,2016-11-07,27.68,9.688,2,0.2,Office Supplies,Binders,West,Washington,Consumer,MJ-17740,Max Jones,4,2016,11,4
CA-2014-139892,2014-09-08,9.936,2.7324,3,0.2,Office Supplies,Art,Central,Texas,Consumer,BM-11140,Becky Martin,4,2014,9,3
CA-2014-139892,2014-09-08,8159.952,-1359.992,8,0.4,Technology,Machines,Central,Texas,Consumer,BM-11140,Becky Martin,4,2014,9,3
CA-2014-139892,2014-09-08,275.928,-58.6347,3,0.2,Office Supplies,Storage,Central,Texas,Consumer,BM-11140,Becky Martin,4,2014,9,3
CA-2014-139892,2014-09-08,1740.06,-24.858,9,0.3,Furniture,Chairs,Central,Texas,Consumer,BM-11140,Becky Martin,4,2014,9,3
CA-2014-139892,2014-09-08,32.064,6.8136,6,0.2,Office Supplies,Art,Central,Texas,Consumer,BM-11140,Becky Martin,4,2014,9,3
CA-2014-139892,2014-09-08,177.98,-453.849,5,0.8,Office Supplies,Appliances,Central,Texas,Consumer,BM-11140,Becky Martin,4,2014,9,3
CA-2014-139892,2014-09-08,143.976,8.9985,3,0.2,Technology,Phones,Central,Texas,Consumer,BM-11140,Becky Martin,4,2014,9,3
CA-2014-118962,2014-08-05,20.94,9.8418,3,0.0,Office Supplies,Paper,West,California,Consumer,CS-12130,Chad Sievert,4,2014,8,3
CA-2014-118962,2014-08-05,110.96,53.2608,2,0.0,Office Supplies,Paper,West,California,Consumer,CS-12130,Chad Sievert,4,2014,8,3
CA-2014-118962,2014-08-05,340.144,21.259,7,0.2,Furniture,Chairs,West,California,Consumer,CS-12130,Chad Sievert,4,2014,8,3
US-2014-100853,2014-09-14,52.448,-131.12,2,0.8,Office Supplies,Appliances,Central,Illinois,Corporate,JB-15400,Jennifer Braxton,5,2014,9,3
US-2014-100853,2014-09-14,20.16,6.552,4,0.2,Office Supplies,Labels,Central,Illinois,Corporate,JB-15400,Jennifer Braxton,5,2014,9,3
US-2017-152366,2017-04-21,97.264,-243.16,4,0.8,Office Supplies,Appliances,Central,Texas,Consumer,SJ-20500,Shirley Jackson,4,2017,4,2
US-2015-101511,2015-11-21,396.802,-11.3372,7,0.3,Furniture,Chairs,East,Ohio,Consumer,JE-15745,Joel Eaton,2,2015,11,4
US-2015-101511,2015-11-21,15.88,-3.7715,5,0.2,Office Supplies,Supplies,East,Ohio,Consumer,JE-15745,Joel Eaton,2,2015,11,4
CA-2015-137225,2015-12-15,3.28,1.4104,1,0.0,Office Supplies,Art,East,New York,Home Office,JK-15640,Jim Kriz,4,2015,12,4
